hospital_id,hospital_name,disease,diseaseId,date_reported,daily_cases,humidity,temperature,outbreak
1,AIIMS Delhi,Malaria,2,2023-03-12,1,79.12716827,27.88960838,0
1,AIIMS Delhi,Malaria,2,2023-03-13,20,85.4144823,34.78116099,1
1,AIIMS Delhi,Malaria,2,2023-03-14,2,66.95348391,33.45252252,0
1,AIIMS Delhi,Malaria,2,2023-03-15,0,72.09251851,37.13368259,0
1,AIIMS Delhi,Malaria,2,2023-03-16,2,93.12288879,31.06324041,0
1,AIIMS Delhi,Malaria,2,2023-03-17,25,61.15627652,34.54031339,1
1,AIIMS Delhi,Malaria,2,2023-03-18,3,79.94626725,36.75861585,0
1,AIIMS Delhi,Malaria,2,2023-03-19,2,84.6785838,27.13054302,0
1,AIIMS Delhi,Malaria,2,2023-03-20,1,62.89484835,25.94935617,0
1,AIIMS Delhi,Malaria,2,2023-03-21,25,63.06999698,29.73502189,1
1,AIIMS Delhi,Malaria,2,2023-03-22,3,66.51774228,34.32027123,0
1,AIIMS Delhi,Malaria,2,2023-03-23,2,87.67306803,39.27806471,0
1,AIIMS Delhi,Malaria,2,2023-03-24,3,96.20254463,36.31871072,0
1,AIIMS Delhi,Malaria,2,2023-03-25,0,85.44484912,34.27201071,0
1,AIIMS Delhi,Malaria,2,2023-03-26,20,87.68962499,25.46258076,1
1,AIIMS Delhi,Malaria,2,2023-03-27,20,85.30206142,32.50039508,1
1,AIIMS Delhi,Malaria,2,2023-03-28,25,72.43589539,34.52109372,1
1,AIIMS Delhi,Malaria,2,2023-03-29,0,82.74880113,28.95687286,0
1,AIIMS Delhi,Malaria,2,2023-03-30,3,93.35359859,36.01932299,0
1,AIIMS Delhi,Malaria,2,2023-03-31,3,70.58034981,33.12065319,0
1,AIIMS Delhi,Malaria,2,2023-04-01,0,70.15543092,37.01929226,0
1,AIIMS Delhi,Malaria,2,2023-04-02,20,96.06180781,28.32030641,1
1,AIIMS Delhi,Malaria,2,2023-04-03,25,70.50176812,33.95035021,1
1,AIIMS Delhi,Malaria,2,2023-04-04,1,67.64862689,28.76509078,0
1,AIIMS Delhi,Malaria,2,2023-04-05,3,76.22950801,35.65964428,0
1,AIIMS Delhi,Malaria,2,2023-04-06,0,87.45837867,30.11027909,0
1,AIIMS Delhi,Malaria,2,2023-04-07,1,90.03363434,38.53730261,0
1,AIIMS Delhi,Malaria,2,2023-04-08,3,66.1927678,39.42291284,0
1,AIIMS Delhi,Malaria,2,2023-04-09,2,98.64139243,29.02942928,0
1,AIIMS Delhi,Malaria,2,2023-04-10,2,79.17076986,25.22370313,0
1,AIIMS Delhi,Malaria,2,2023-04-11,1,68.68116872,35.93497966,0
1,AIIMS Delhi,Malaria,2,2023-04-12,1,73.91834367,38.25526974,0
1,AIIMS Delhi,Malaria,2,2023-04-13,20,91.45594618,25.97259222,1
1,AIIMS Delhi,Malaria,2,2023-04-14,3,91.37524856,36.34644318,0
1,AIIMS Delhi,Malaria,2,2023-04-15,1,69.713846,38.64188189,0
1,AIIMS Delhi,Malaria,2,2023-04-16,3,63.91318807,38.28093336,0
1,AIIMS Delhi,Malaria,2,2023-04-17,3,81.79773924,28.41838775,0
1,AIIMS Delhi,Malaria,2,2023-04-18,1,67.73252131,30.44850463,0
1,AIIMS Delhi,Malaria,2,2023-04-19,25,74.17371415,28.453499,1
1,AIIMS Delhi,Malaria,2,2023-04-20,3,75.3988384,39.78070915,0
1,AIIMS Delhi,Malaria,2,2023-04-21,0,92.45289969,28.16445337,0
1,AIIMS Delhi,Malaria,2,2023-04-22,27,87.47913911,29.40273941,1
1,AIIMS Delhi,Malaria,2,2023-04-23,2,75.67371643,33.09822602,0
1,AIIMS Delhi,Malaria,2,2023-04-24,2,96.26354296,38.85478564,0
1,AIIMS Delhi,Malaria,2,2023-04-25,3,99.71326894,38.97549113,0
1,AIIMS Delhi,Malaria,2,2023-04-26,20,80.74696559,37.83748823,1
1,AIIMS Delhi,Malaria,2,2023-04-27,3,66.46583644,39.16985788,0
1,AIIMS Delhi,Malaria,2,2023-04-28,3,92.36401089,36.84159505,0
1,AIIMS Delhi,Malaria,2,2023-04-29,20,66.78635548,37.11014888,1
1,AIIMS Delhi,Malaria,2,2023-04-30,1,83.44955724,38.39363243,0
1,AIIMS Delhi,Malaria,2,2023-05-01,3,85.40946828,39.14554012,0
1,AIIMS Delhi,Malaria,2,2023-05-02,3,89.37040461,27.86992883,0
1,AIIMS Delhi,Malaria,2,2023-05-03,2,71.22955268,38.26367492,0
1,AIIMS Delhi,Malaria,2,2023-05-04,0,88.01346529,38.35696208,0
1,AIIMS Delhi,Malaria,2,2023-05-05,20,87.69728705,30.794442,1
1,AIIMS Delhi,Malaria,2,2023-05-06,25,97.13777558,37.66444433,1
1,AIIMS Delhi,Malaria,2,2023-05-07,1,69.36041995,31.3221432,0
1,AIIMS Delhi,Malaria,2,2023-05-08,1,68.49502841,30.00402542,0
1,AIIMS Delhi,Malaria,2,2023-05-09,3,88.26591997,27.39189924,0
1,AIIMS Delhi,Malaria,2,2023-05-10,25,86.70329265,33.09393766,1
1,AIIMS Delhi,Malaria,2,2023-05-11,3,86.0326239,37.04997983,0
1,AIIMS Delhi,Malaria,2,2023-05-12,0,63.49018054,29.37483148,0
1,AIIMS Delhi,Malaria,2,2023-05-13,25,81.09824089,37.73869188,1
1,AIIMS Delhi,Malaria,2,2023-05-14,0,62.2943596,39.03877715,0
1,AIIMS Delhi,Malaria,2,2023-05-15,3,77.69108098,29.42237098,0
1,AIIMS Delhi,Malaria,2,2023-05-16,2,97.15438968,29.04436234,0
1,AIIMS Delhi,Malaria,2,2023-05-17,20,78.41918472,36.39230681,1
1,AIIMS Delhi,Malaria,2,2023-05-18,1,83.5356261,36.6639965,0
1,AIIMS Delhi,Malaria,2,2023-05-19,0,60.45258472,25.7390251,0
1,AIIMS Delhi,Malaria,2,2023-05-20,25,77.02074127,38.94031429,1
1,AIIMS Delhi,Malaria,2,2023-05-21,2,97.46386939,26.01975996,0
1,AIIMS Delhi,Malaria,2,2023-05-22,25,82.43563608,35.49047435,1
1,AIIMS Delhi,Malaria,2,2023-05-23,0,79.97990435,26.42707841,0
1,AIIMS Delhi,Malaria,2,2023-05-24,2,69.98071731,35.52927521,0
1,AIIMS Delhi,Malaria,2,2023-05-25,25,66.56285055,39.60307181,1
1,AIIMS Delhi,Malaria,2,2023-05-26,0,88.37237461,25.42288339,0
1,AIIMS Delhi,Malaria,2,2023-05-27,0,98.08289721,31.79673616,0
1,AIIMS Delhi,Malaria,2,2023-05-28,1,65.03058628,38.43588254,0
1,AIIMS Delhi,Malaria,2,2023-05-29,2,70.49629603,32.19110626,0
1,AIIMS Delhi,Malaria,2,2023-05-30,1,84.39168247,37.12526629,0
1,AIIMS Delhi,Malaria,2,2023-05-31,2,79.08628361,27.45556758,0
1,AIIMS Delhi,Malaria,2,2023-06-01,2,60.71499485,38.55100784,0
1,AIIMS Delhi,Malaria,2,2023-06-02,2,98.2124851,35.73899491,0
1,AIIMS Delhi,Malaria,2,2023-06-03,25,78.08156571,38.1061014,1
1,AIIMS Delhi,Malaria,2,2023-06-04,0,90.16387056,27.63346689,0
1,AIIMS Delhi,Malaria,2,2023-06-05,0,63.5644121,33.01076885,0
1,AIIMS Delhi,Malaria,2,2023-06-06,3,73.24828441,25.74835106,0
1,AIIMS Delhi,Malaria,2,2023-06-07,25,95.50108041,25.08578565,1
1,AIIMS Delhi,Malaria,2,2023-06-08,1,90.42941433,28.06497384,0
1,AIIMS Delhi,Malaria,2,2023-06-09,3,91.81027844,38.07912789,0
1,AIIMS Delhi,Malaria,2,2023-06-10,1,84.74456005,32.97564062,0
1,AIIMS Delhi,Malaria,2,2023-06-11,20,84.82857658,33.5439852,1
1,AIIMS Delhi,Malaria,2,2023-06-12,3,99.73023102,32.95213752,0
1,AIIMS Delhi,Malaria,2,2023-06-13,1,85.34784362,28.06464274,0
1,AIIMS Delhi,Malaria,2,2023-06-14,25,93.39640324,26.61776997,1
1,AIIMS Delhi,Malaria,2,2023-06-15,0,66.40711875,36.97106811,0
1,AIIMS Delhi,Malaria,2,2023-06-16,1,81.61187724,37.33150032,0
1,AIIMS Delhi,Malaria,2,2023-06-17,1,60.49137004,30.2980063,0
1,AIIMS Delhi,Malaria,2,2023-06-18,3,62.19609918,32.73864196,0
1,AIIMS Delhi,Malaria,2,2023-06-19,0,75.90720198,29.37572057,0
1,AIIMS Delhi,Malaria,2,2023-06-20,20,66.38395791,36.77686279,1
1,AIIMS Delhi,Malaria,2,2023-06-21,2,94.14651365,34.94249927,0
1,AIIMS Delhi,Malaria,2,2023-06-22,2,85.98537762,32.61764794,0
1,AIIMS Delhi,Malaria,2,2023-06-23,3,73.72091019,28.35458386,0
1,AIIMS Delhi,Malaria,2,2023-06-24,25,98.02051046,31.01229243,1
1,AIIMS Delhi,Malaria,2,2023-06-25,25,80.86376399,36.78534192,1
1,AIIMS Delhi,Malaria,2,2023-06-26,2,83.72898026,33.24063543,0
1,AIIMS Delhi,Malaria,2,2023-06-27,25,72.51202836,36.47945695,1
1,AIIMS Delhi,Malaria,2,2023-06-28,3,72.68075391,39.5356564,0
1,AIIMS Delhi,Malaria,2,2023-06-29,20,77.4779118,26.77568079,1
1,AIIMS Delhi,Malaria,2,2023-06-30,3,99.80469961,34.89049928,0
1,AIIMS Delhi,Malaria,2,2023-07-01,3,81.20796449,35.06840043,0
1,AIIMS Delhi,Malaria,2,2023-07-02,25,67.31887293,34.0264223,1
1,AIIMS Delhi,Malaria,2,2023-07-03,0,76.9077809,30.45318695,0
1,AIIMS Delhi,Malaria,2,2023-07-04,0,82.74042579,32.1563995,0
1,AIIMS Delhi,Malaria,2,2023-07-05,20,99.62687935,37.58263182,1
1,AIIMS Delhi,Malaria,2,2023-07-06,1,95.49229058,25.61405895,0
1,AIIMS Delhi,Malaria,2,2023-07-07,2,85.94490236,30.48039543,0
1,AIIMS Delhi,Malaria,2,2023-07-08,3,85.03030915,31.81450389,0
1,AIIMS Delhi,Malaria,2,2023-07-09,3,60.03653844,37.74924008,0
1,AIIMS Delhi,Malaria,2,2023-07-10,1,84.63641806,25.93396784,0
1,AIIMS Delhi,Malaria,2,2023-07-11,3,96.2381149,35.11894485,0
1,AIIMS Delhi,Malaria,2,2023-07-12,25,87.92256229,39.90776421,1
1,AIIMS Delhi,Malaria,2,2023-07-13,20,81.03373295,31.68984389,1
1,AIIMS Delhi,Malaria,2,2023-07-14,1,60.77432031,31.72458234,0
1,AIIMS Delhi,Malaria,2,2023-07-15,25,91.27673198,32.36813438,1
1,AIIMS Delhi,Malaria,2,2023-07-16,0,96.20213417,32.3283043,0
1,AIIMS Delhi,Malaria,2,2023-07-17,2,82.03075032,28.47492221,0
1,AIIMS Delhi,Malaria,2,2023-07-18,25,83.52078579,36.53467075,1
1,AIIMS Delhi,Malaria,2,2023-07-19,2,93.4964423,27.56033546,0
1,AIIMS Delhi,Malaria,2,2023-07-20,25,61.41771574,38.19822921,1
1,AIIMS Delhi,Malaria,2,2023-07-21,3,68.26253508,36.43407773,0
1,AIIMS Delhi,Malaria,2,2023-07-22,25,84.66723818,33.37578531,1
1,AIIMS Delhi,Malaria,2,2023-07-23,0,93.04870543,37.2185114,0
1,AIIMS Delhi,Malaria,2,2023-07-24,2,62.39366961,37.57557997,0
1,AIIMS Delhi,Malaria,2,2023-07-25,1,90.2442363,35.0194782,0
1,AIIMS Delhi,Malaria,2,2023-07-26,20,68.13168869,39.51251367,1
1,AIIMS Delhi,Malaria,2,2023-07-27,20,83.63928543,36.62363394,1
1,AIIMS Delhi,Malaria,2,2023-07-28,20,69.02780339,31.38294335,1
1,AIIMS Delhi,Malaria,2,2023-07-29,1,83.45841859,27.91551878,0
1,AIIMS Delhi,Malaria,2,2023-07-30,20,63.87069409,34.8836422,1
1,AIIMS Delhi,Malaria,2,2023-07-31,20,68.88665769,32.1996574,1
1,AIIMS Delhi,Malaria,2,2023-08-01,1,78.36284083,31.19847933,0
1,AIIMS Delhi,Malaria,2,2023-08-02,20,84.43043999,37.15903935,1
1,AIIMS Delhi,Malaria,2,2023-08-03,3,81.06516806,27.03494996,0
1,AIIMS Delhi,Malaria,2,2023-08-04,25,89.64095476,36.66159843,1
1,AIIMS Delhi,Malaria,2,2023-08-05,20,75.64562682,29.00874784,1
1,AIIMS Delhi,Malaria,2,2023-08-06,0,62.27165769,25.78330865,0
1,AIIMS Delhi,Malaria,2,2023-08-07,3,93.50227842,28.45751862,0
1,AIIMS Delhi,Malaria,2,2023-08-08,2,98.73576424,36.39826313,0
1,AIIMS Delhi,Malaria,2,2023-08-09,3,60.95753892,29.84684654,0
1,AIIMS Delhi,Malaria,2,2023-08-10,1,62.82824505,27.08492846,0
1,AIIMS Delhi,Malaria,2,2023-08-11,25,93.6416976,36.02846753,1
1,AIIMS Delhi,Malaria,2,2023-08-12,3,99.33707507,36.02399163,0
1,AIIMS Delhi,Malaria,2,2023-08-13,3,90.38509198,29.0972867,0
1,AIIMS Delhi,Malaria,2,2023-08-14,25,78.73969953,27.58070123,1
1,AIIMS Delhi,Malaria,2,2023-08-15,0,70.33416867,36.26834724,0
1,AIIMS Delhi,Malaria,2,2023-08-16,0,75.54220418,30.12274398,0
1,AIIMS Delhi,Malaria,2,2023-08-17,25,78.27156572,30.33519675,1
1,AIIMS Delhi,Malaria,2,2023-08-18,25,93.93926274,37.82446626,1
1,AIIMS Delhi,Malaria,2,2023-08-19,20,62.22540851,29.91302583,1
1,AIIMS Delhi,Malaria,2,2023-08-20,0,72.00715305,35.24133336,0
1,AIIMS Delhi,Malaria,2,2023-08-21,3,83.53313684,38.30614264,0
1,AIIMS Delhi,Malaria,2,2023-08-22,25,88.08220508,35.85861308,1
1,AIIMS Delhi,Malaria,2,2023-08-23,3,69.87236676,32.86729977,0
1,AIIMS Delhi,Malaria,2,2023-08-24,3,66.81838744,27.85323499,0
1,AIIMS Delhi,Malaria,2,2023-08-25,2,88.73839491,33.85378385,0
1,AIIMS Delhi,Malaria,2,2023-08-26,25,89.1039673,30.50704256,1
1,AIIMS Delhi,Malaria,2,2023-08-27,20,75.91767775,38.60827323,1
1,AIIMS Delhi,Malaria,2,2023-08-28,20,70.70941561,36.84474719,1
1,AIIMS Delhi,Malaria,2,2023-08-29,0,87.99197437,37.86080229,0
1,AIIMS Delhi,Malaria,2,2023-08-30,0,91.94224282,37.98271124,0
1,AIIMS Delhi,Malaria,2,2023-08-31,3,94.50744315,30.12977334,0
1,AIIMS Delhi,Malaria,2,2023-09-01,20,63.91246104,34.4210514,1
1,AIIMS Delhi,Malaria,2,2023-09-02,1,68.18252987,37.10565551,0
1,AIIMS Delhi,Malaria,2,2023-09-03,25,86.99857147,26.18163641,1
1,AIIMS Delhi,Malaria,2,2023-09-04,25,76.22414762,29.73313671,1
1,AIIMS Delhi,Malaria,2,2023-09-05,3,98.20454923,33.91526419,0
1,AIIMS Delhi,Malaria,2,2023-09-06,25,67.94188451,35.93644961,1
1,AIIMS Delhi,Malaria,2,2023-09-07,1,96.02982984,26.56692833,0
1,AIIMS Delhi,Malaria,2,2023-09-08,25,80.4503872,31.98502967,1
1,AIIMS Delhi,Malaria,2,2023-09-09,20,74.39926143,29.88367737,1
1,AIIMS Delhi,Malaria,2,2023-09-10,1,74.58381047,36.51882799,0
1,AIIMS Delhi,Malaria,2,2023-09-11,1,75.34140826,25.35435696,0
1,AIIMS Delhi,Malaria,2,2023-09-12,2,90.7289198,35.53365145,0
1,AIIMS Delhi,Malaria,2,2023-09-13,1,76.52890541,27.93340178,0
1,AIIMS Delhi,Malaria,2,2023-09-14,0,64.29778183,35.04679528,0
1,AIIMS Delhi,Malaria,2,2023-09-15,0,89.33397984,38.97242661,0
1,AIIMS Delhi,Malaria,2,2023-09-16,0,86.22520014,38.3997598,0
1,AIIMS Delhi,Malaria,2,2023-09-17,2,77.31062466,32.39151007,0
1,AIIMS Delhi,Malaria,2,2023-09-18,0,66.12142998,36.19622313,0
1,AIIMS Delhi,Malaria,2,2023-09-19,20,88.03051166,39.71900168,1
1,AIIMS Delhi,Malaria,2,2023-09-20,20,92.16190306,36.62237841,1
1,AIIMS Delhi,Malaria,2,2023-09-21,3,90.03360253,28.7553524,0
1,AIIMS Delhi,Malaria,2,2023-09-22,20,64.05204358,31.44746971,1
1,AIIMS Delhi,Malaria,2,2023-09-23,0,96.37352514,30.49064698,0
1,AIIMS Delhi,Malaria,2,2023-09-24,0,87.96795928,35.00246253,0
1,AIIMS Delhi,Malaria,2,2023-09-25,2,69.49650244,28.36905237,0
1,AIIMS Delhi,Malaria,2,2023-09-26,3,88.34644146,33.61835702,0
1,AIIMS Delhi,Malaria,2,2023-09-27,2,69.72798577,33.12781769,0
1,AIIMS Delhi,Malaria,2,2023-09-28,2,60.29519288,26.0717123,0
1,AIIMS Delhi,Malaria,2,2023-09-29,1,72.89506809,38.32113698,0
1,AIIMS Delhi,Malaria,2,2023-09-30,1,84.26280133,28.1963761,0
1,AIIMS Delhi,Malaria,2,2023-10-01,0,86.46084091,36.32157333,0
1,AIIMS Delhi,Malaria,2,2023-10-02,25,87.84818813,34.29282672,1
1,AIIMS Delhi,Malaria,2,2023-10-03,25,61.22690096,39.92644581,1
1,AIIMS Delhi,Malaria,2,2023-10-04,2,62.86720936,36.03326915,0
1,AIIMS Delhi,Malaria,2,2023-10-05,3,88.91621139,35.54176248,0
1,AIIMS Delhi,Malaria,2,2023-10-06,25,92.14321676,29.56176014,1
1,AIIMS Delhi,Malaria,2,2023-10-07,2,73.98446025,38.79761981,0
1,AIIMS Delhi,Malaria,2,2023-10-08,0,81.23183476,27.54070503,0
1,AIIMS Delhi,Malaria,2,2023-10-09,25,60.21426663,26.56203529,1
1,AIIMS Delhi,Malaria,2,2023-10-10,3,65.7438433,36.2890075,0
1,AIIMS Delhi,Malaria,2,2023-10-11,20,76.74972216,25.17789008,1
1,AIIMS Delhi,Malaria,2,2023-10-12,25,75.18483585,27.2617874,1
1,AIIMS Delhi,Malaria,2,2023-10-13,2,74.12579368,32.48486541,0
1,AIIMS Delhi,Malaria,2,2023-10-14,3,76.97000868,39.03459492,0
1,AIIMS Delhi,Malaria,2,2023-10-15,1,99.07211543,38.8328033,0
1,AIIMS Delhi,Malaria,2,2023-10-16,1,67.99120233,27.79939313,0
1,AIIMS Delhi,Malaria,2,2023-10-17,25,76.17549595,38.39226632,1
1,AIIMS Delhi,Malaria,2,2023-10-18,25,91.72641572,28.13235051,1
1,AIIMS Delhi,Malaria,2,2023-10-19,25,91.78911854,28.77574495,1
1,AIIMS Delhi,Malaria,2,2023-10-20,0,68.4516227,39.93566618,0
1,AIIMS Delhi,Malaria,2,2023-10-21,20,88.93982259,27.82282691,1
1,AIIMS Delhi,Malaria,2,2023-10-22,3,98.63153052,31.93172758,0
1,AIIMS Delhi,Malaria,2,2023-10-23,0,69.78149432,33.88686247,0
1,AIIMS Delhi,Malaria,2,2023-10-24,2,74.71502083,38.3670948,0
1,AIIMS Delhi,Malaria,2,2023-10-25,3,73.17555677,29.55941569,0
1,AIIMS Delhi,Malaria,2,2023-10-26,3,63.88293191,29.56698923,0
1,AIIMS Delhi,Malaria,2,2023-10-27,0,63.94844315,36.77541088,0
1,AIIMS Delhi,Malaria,2,2023-10-28,3,75.50306352,30.39288473,0
1,AIIMS Delhi,Malaria,2,2023-10-29,25,68.7325759,28.74055763,1
1,AIIMS Delhi,Malaria,2,2023-10-30,0,68.40816927,36.19668757,0
1,AIIMS Delhi,Malaria,2,2023-10-31,20,72.6332013,30.39838543,1
1,AIIMS Delhi,Malaria,2,2023-11-01,20,92.75205207,34.9376485,1
1,AIIMS Delhi,Malaria,2,2023-11-02,1,80.23691201,32.08143881,0
1,AIIMS Delhi,Malaria,2,2023-11-03,20,90.82411395,31.61740697,1
1,AIIMS Delhi,Malaria,2,2023-11-04,1,89.33249062,33.42058616,0
1,AIIMS Delhi,Malaria,2,2023-11-05,0,72.0348072,31.38725962,0
1,AIIMS Delhi,Malaria,2,2023-11-06,2,80.01233061,37.04432814,0
1,AIIMS Delhi,Malaria,2,2023-11-07,3,68.84058416,28.06877889,0
1,AIIMS Delhi,Malaria,2,2023-11-08,20,91.46321916,27.30631313,1
1,AIIMS Delhi,Malaria,2,2023-11-09,2,90.86725822,25.12020388,0
1,AIIMS Delhi,Malaria,2,2023-11-10,20,66.54639106,31.46231824,1
1,AIIMS Delhi,Malaria,2,2023-11-11,3,91.2388175,36.55769936,0
1,AIIMS Delhi,Malaria,2,2023-11-12,2,82.82346236,26.21304999,0
1,AIIMS Delhi,Malaria,2,2023-11-13,3,97.18461747,37.20899761,0
1,AIIMS Delhi,Malaria,2,2023-11-14,2,81.68401106,33.09160719,0
1,AIIMS Delhi,Malaria,2,2023-11-15,0,67.7009959,31.09078511,0
1,AIIMS Delhi,Malaria,2,2023-11-16,3,79.76562196,37.43388613,0
1,AIIMS Delhi,Malaria,2,2023-11-17,3,88.79392637,37.40692353,0
1,AIIMS Delhi,Malaria,2,2023-11-18,1,63.51361536,30.29573289,0
1,AIIMS Delhi,Malaria,2,2023-11-19,1,83.89086895,37.99679746,0
1,AIIMS Delhi,Malaria,2,2023-11-20,1,85.3790813,26.03508199,0
1,AIIMS Delhi,Malaria,2,2023-11-21,3,68.4810981,25.48499742,0
1,AIIMS Delhi,Malaria,2,2023-11-22,3,65.87369604,39.48596621,0
1,AIIMS Delhi,Malaria,2,2023-11-23,1,65.13731406,35.7636463,0
1,AIIMS Delhi,Malaria,2,2023-11-24,25,93.11409513,25.38154452,1
1,AIIMS Delhi,Malaria,2,2023-11-25,3,93.75110665,32.46049855,0
1,AIIMS Delhi,Malaria,2,2023-11-26,1,82.25887729,27.63113467,0
1,AIIMS Delhi,Malaria,2,2023-11-27,20,81.06862658,30.50262761,1
